Wavenumber(cm^-1),2.0MLs101,2.0MLp101,2.0MLs010,2.0MLp010
3749.12925,3.1874E-6,-9.7469E-6,1.7826E-6,-4.7775E-6
3751.05781,2.7801E-6,-4.7254E-6,6.16E-8,-1.9313E-6
3752.98638,2.3233E-6,-1.5858E-6,-1.2848E-6,1.0851E-6
3754.91494,1.3979E-6,-3.763E-7,-1.0546E-6,2.3573E-6
3756.84351,-9.02E-8,2.2558E-6,-4.887E-7,5.5441E-6
3758.77207,-1.1135E-6,5.2838E-6,-5.208E-7,9.9721E-6
3760.70064,-1.2255E-6,3.6123E-6,-8.191E-7,9.9284E-6
3762.6292,-1.1474E-6,-2.6642E-6,-6.903E-7,5.2466E-6
3764.55777,-1.7069E-6,-6.6422E-6,-1.135E-7,-1.335E-7
3766.48633,-2.2392E-6,-3.4108E-6,-5.22E-8,-3.7734E-6
3768.41489,-1.489E-6,4.2725E-6,-1.1135E-6,-4.6236E-6
3770.34346,-3.459E-7,8.9152E-6,-2.0009E-6,-3.1654E-6
3772.27202,-1.88E-7,6.3823E-6,-1.6029E-6,-4.613E-7
3774.20059,-4.416E-7,5.435E-7,-8.373E-7,1.4849E-6
3776.12915,-1.188E-7,-3.8563E-6,-4.492E-7,1.3024E-6
3778.05772,2.057E-7,-5.9428E-6,-7.99E-8,-5.321E-7
3779.98628,-2.039E-7,-4.3183E-6,2.505E-7,-3.0021E-6
3781.91485,-4.52E-7,4.995E-7,6.35E-8,-3.9829E-6
3783.84341,3.31E-7,4.2936E-6,-2.398E-7,-3.2124E-6
3785.77197,1.213E-6,6.4637E-6,-1.1E-7,-9.131E-7
3787.70054,1.3882E-6,8.725E-6,2.205E-7,3.2183E-6
3789.6291,1.229E-6,8.499E-6,3.393E-7,4.8639E-6
3791.55767,9.98E-7,3.6574E-6,7.38E-8,5.798E-7
3793.48623,4.231E-7,-1.3883E-6,-1.501E-7,-4.7726E-6
3795.4148,-1.545E-7,-2.2309E-6,-2.855E-7,-4.9056E-6
3797.34336,-9.6E-8,5.412E-7,-6.574E-7,-1.0617E-6
3799.27193,6.294E-7,4.233E-6,-7.808E-7,1.5885E-6
3801.20049,1.4829E-6,4.7061E-6,-2.308E-7,1.6326E-6
3803.12905,1.9731E-6,7.978E-7,9.967E-7,3.0165E-6
3805.05762,1.7841E-6,-2.86E-6,2.0216E-6,5.9808E-6
3806.98618,8.974E-7,-3.7573E-6,2.0878E-6,3.2718E-6
3808.91475,-1.742E-7,-3.2642E-6,1.8928E-6,-4.3416E-6
3810.84331,-9.854E-7,-9.53E-7,1.5289E-6,-7.025E-6
3812.77188,-1.1476E-6,3.0104E-6,6.742E-7,-3.794E-6
3814.70044,-1.097E-7,4.4124E-6,-1.367E-7,-1.465E-6
3816.62901,1.6058E-6,2.3185E-6,-7.88E-7,-3.827E-7
3818.55757,2.3595E-6,2.4949E-6,-9.747E-7,3.8459E-6
3820.48613,1.3609E-6,5.6482E-6,-2.126E-7,7.8927E-6
3822.4147,-9.49E-8,6.5992E-6,1.2051E-6,6.4671E-6
3824.34326,-7.148E-7,4.4171E-6,2.0546E-6,1.7066E-6
3826.27183,-2.942E-7,6.738E-7,1.1954E-6,-1.3881E-6
3828.20039,9.953E-7,-2.6657E-6,6.7E-8,-1.0229E-6
3830.12896,1.7295E-6,-2.9508E-6,9.324E-7,-1.759E-7
3832.05752,8.84E-7,-5.768E-7,2.2597E-6,-4.849E-7
3833.98609,-1.451E-7,2.1531E-6,1.9886E-6,9.53E-8
3835.91465,4.673E-7,4.2517E-6,1.0271E-6,8.53E-8
3837.84321,1.674E-6,6.5301E-6,7.35E-8,-3.2988E-6
3839.77178,1.4608E-6,8.1809E-6,-1.0509E-6,-6.2376E-6
3841.70034,8.054E-7,6.1642E-6,-1.619E-6,-5.1528E-6
3843.62891,7.449E-7,2.4527E-6,-2.0927E-6,-3.4842E-6
3845.55747,-2.037E-7,2.0435E-6,-2.7026E-6,-2.6075E-6
3847.48604,-2.0125E-6,3.0472E-6,-2.0736E-6,-9.216E-7
3849.4146,-1.7632E-6,1.6361E-6,-3.797E-7,8.962E-7
3851.34317,1.2927E-6,6.491E-7,1.2585E-6,2.5124E-6
3853.27173,4.4813E-6,2.4346E-6,2.1438E-6,2.1526E-6
3855.20029,5.5205E-6,4.4244E-6,1.6124E-6,-8.855E-7
3857.12886,4.4579E-6,4.8645E-6,5.397E-7,-1.8952E-6
3859.05742,3.4728E-6,4.8412E-6,6.19E-8,-3.356E-7
3860.98599,3.8019E-6,6.3894E-6,6.41E-8,-3.95E-7
3862.91455,4.1584E-6,6.8221E-6,2.946E-7,-6.779E-7
3864.84312,3.7114E-6,2.2706E-6,2.888E-7,8.678E-7
3866.77168,3.9944E-6,-1.323E-6,1.47E-8,1.3591E-6
3868.70025,5.3018E-6,1.7485E-6,3.159E-7,-8.532E-7
3870.62881,3.6679E-6,4.1578E-6,1.7852E-6,-6.6371E-6
3872.55737,-1.3373E-6,1.0375E-6,3.1791E-6,-1.34608E-5
3874.48594,-4.4046E-6,-1.5836E-6,2.8574E-6,-1.379E-5
3876.4145,-4.1708E-6,-1.8399E-6,1.9296E-6,-8.081E-6
3878.34307,-3.0608E-6,-3.6431E-6,2.0192E-6,-5.6227E-6
3880.27163,-1.5939E-6,-8.7862E-6,1.8315E-6,-8.1715E-6
3882.2002,-2.443E-7,-1.2941E-5,4.885E-7,-9.3794E-6
3884.12876,-2.894E-7,-9.9317E-6,-4.72E-7,-8.5307E-6
3886.05733,-7.613E-7,-3.2825E-6,-7.103E-7,-8.9962E-6
3887.98589,4.9E-8,1.6101E-6,-1.1472E-6,-1.01228E-5
3889.91445,1.1688E-6,5.2202E-6,-1.7591E-6,-9.3497E-6
3891.84302,1.3546E-6,5.2329E-6,-2.1285E-6,-5.6763E-6
3893.77158,1.4273E-6,2.2034E-6,-9.77E-7,-1.3304E-6
3895.70015,1.7316E-6,1.54E-6,1.3825E-6,1.166E-6
3897.62871,1.504E-6,2.9996E-6,2.3075E-6,1.8045E-6
3899.55728,1.2325E-6,5.0804E-6,1.0559E-6,6.562E-7
3901.48584,1.7578E-6,7.734E-6,-9.795E-7,-4.075E-7
3903.4144,2.3949E-6,5.2932E-6,-1.788E-6,8.064E-7
3905.34297,2.7483E-6,-1.3586E-6,-7.588E-7,2.4106E-6
3907.27153,2.6356E-6,-3.2526E-6,9.65E-7,2.7445E-6
3909.2001,1.1999E-6,-2.8309E-6,2.1631E-6,2.938E-6
3911.12866,-5.48E-7,-5.6509E-6,2.5586E-6,2.3731E-6
3913.05723,-9.724E-7,-7.2343E-6,2.4971E-6,1.2995E-6
3914.98579,-7.561E-7,-5.3748E-6,1.9966E-6,2.3114E-6
3916.91436,-7.328E-7,-2.8173E-6,1.201E-6,3.4104E-6
3918.84292,-7.112E-7,-5.756E-7,6.488E-7,1.0716E-6
3920.77148,-9.967E-7,-9.22E-8,-1.053E-7,-2.671E-6
3922.70005,-8.07E-7,-7.773E-7,-7.866E-7,-4.3784E-6
3924.62861,8.782E-7,9.61E-8,-1.1242E-6,-3.5508E-6
3926.55718,2.2293E-6,1.8327E-6,-1.4857E-6,-7.973E-7
3928.48574,1.817E-6,3.3245E-6,-1.0961E-6,2.7165E-6
3930.41431,6.258E-7,3.8831E-6,2.333E-7,5.3433E-6
3932.34287,1.209E-7,2.3383E-6,1.1215E-6,6.9062E-6
3934.27144,9.529E-7,-1.776E-7,9.796E-7,5.8182E-6
3936.2,1.8008E-6,-2.5249E-6,3.212E-7,1.1581E-6
3938.12856,1.052E-6,-2.1963E-6,-1.088E-7,-1.357E-6
3940.05713,-6.97E-8,2.8678E-6,-1.414E-7,1.4687E-6
3941.98569,-1.157E-7,6.6454E-6,-5.446E-7,3.3755E-6
3943.91426,3.395E-7,3.7516E-6,-1.0302E-6,6.081E-7
3945.84282,3.304E-7,-3.65E-7,3.49E-8,-1.5122E-6
3947.77139,6.43E-8,9.668E-7,1.8589E-6,3.67E-8
3949.69995,1.774E-7,5.5759E-6,1.9912E-6,1.965E-6
3951.62852,4.699E-7,7.3876E-6,9.384E-7,1.3427E-6
3953.55708,1.796E-7,4.8809E-6,4.915E-7,4.242E-7
3955.48564,-4.719E-7,1.8088E-6,3.695E-7,4.0998E-6
3957.41421,-9.406E-7,1.1387E-6,1.571E-7,7.3051E-6
3959.34277,-1.0118E-6,1.152E-6,5.049E-7,4.9406E-6
3961.27134,-5.42E-8,-1.3902E-6,1.5243E-6,3.6335E-6
3963.1999,1.2794E-6,-5.6202E-6,2.3599E-6,2.6774E-6
3965.12847,1.3318E-6,-5.6573E-6,2.4565E-6,-1.8348E-6
3967.05703,2.604E-7,8.74E-7,2.3414E-6,-2.7552E-6
3968.9856,-4.696E-7,6.8586E-6,2.1598E-6,1.4062E-6
3970.91416,-2.627E-7,6.3013E-6,1.5847E-6,3.022E-6
3972.84272,4.09E-7,1.5014E-6,1.3236E-6,3.75E-7
3974.77129,9.694E-7,-2.9156E-6,1.8861E-6,-2.182E-6
3976.69985,1.3407E-6,-3.1759E-6,2.4674E-6,-1.0954E-6
3978.62842,7.225E-7,8.338E-7,2.0692E-6,2.6064E-6
3980.55698,-8.324E-7,4.0154E-6,1.1773E-6,2.9112E-6
3982.48555,-7.607E-7,1.7426E-6,7.831E-7,-1.9247E-6
3984.41411,1.1105E-6,-3.9859E-6,3.918E-7,-4.1935E-6
3986.34268,1.4353E-6,-6.4856E-6,-3.656E-7,2.065E-7
3988.27124,-7.142E-7,-3.9926E-6,-6.517E-7,6.3869E-6
3990.1998,-2.0545E-6,2.695E-7,-5.95E-7,9.5567E-6
3992.12837,-9.941E-7,3.3461E-6,-8.007E-7,7.6505E-6
3994.05693,1.873E-7,3.2985E-6,-6.06E-7,1.9886E-6
3995.9855,2.251E-7,1.2034E-6,-2.92E-7,-2.1886E-6
3997.91406,4.635E-7,-2.5693E-6,-1.3699E-6,-3.7145E-6
